% # iter+eval+sigma+0+fitness+xbest, seed=752493, Wed Jan 13 08:50:48 2016
1 15 0.000917711721047 0 14.4095641549 0.584253925522 0.10291617969 0.286481205547 -0.300313403576 0.168695285298 -0.285072722033 -0.0391841695032 -0.00442270088054 -0.363107273767 -0.0846242532387 0.0043369212406 -0.00314977229683 0.0007973930654 -0.0517309849301 -0.0193835052603 -0.000107345097489 -0.142029014569 -0.0628628687225 0.00923424146139 0.00830543977398 0.177491225929 0.154198288094 -0.0176980495069 -0.00124592773941 -0.0913778920791 -0.0404447749097 -0.0106567206217 0.00105432464909 0.208240469618 0.124861331514
2 29 0.000864945280347 0 13.8759986004 0.585368471955 0.103024170028 0.286350795621 -0.299300427487 0.168556685318 -0.284076081832 -0.0404854216775 -0.00470591498483 -0.36326107307 -0.0833716952315 0.00416749021142 -0.00197658100115 0.00101732600676 -0.0512190482162 -0.0184204288157 -0.000335723373221 -0.141965928152 -0.0629387088722 0.00813910363025 0.00804878646707 0.175939628099 0.153709385738 -0.0184432698343 -0.000900694352547 -0.0922561099879 -0.0418018047848 -0.0113905216349 -0.00116366387403 0.208176301128 0.125583013027
3 43 0.000841936698311 0 12.6221635632 0.58487067077 0.104270017707 0.286677669456 -0.298491086747 0.169591127106 -0.284892055008 -0.0406252835401 -0.0029620433832 -0.361824805341 -0.0829995497736 0.00372548172089 -0.00255743783798 0.00327728630292 -0.0524553734062 -0.0191635870154 -0.000382478423909 -0.142416983148 -0.0629213896026 0.011449441735 0.0093598551918 0.177366283897 0.154354639825 -0.0166073413452 -0.00157180518777 -0.0921215737811 -0.0408578392755 -0.0095586355687 0.00112769838987 0.206968059075 0.125430586192
4 57 0.000831298238738 0 11.1559026498 0.584605934196 0.10498576471 0.287404521357 -0.297076778666 0.168308283847 -0.284632893725 -0.0396907146628 -0.00450737621989 -0.362778460778 -0.0841654492964 0.00226735300251 -0.00250393925281 0.00334538059567 -0.0504806505013 -0.0193781519653 0.00130543685498 -0.141654908749 -0.0632291277288 0.0104303399631 0.00819712338245 0.17785997037 0.155397199663 -0.0172730379726 -0.000841873308043 -0.091366834921 -0.0409467942146 -0.0119034571108 -0.000544682920838 0.208649545588 0.12542962308
5 71 0.000838717665382 0 9.34574497177 0.585160275065 0.104952124079 0.286072421433 -0.298024829683 0.16770057116 -0.284345659798 -0.0403270342925 -0.00322946658999 -0.363355720361 -0.0827800519261 0.00399261701178 -0.00399256831747 0.00214334624491 -0.0503716616914 -0.0181699877437 0.00209824412303 -0.141870658204 -0.0636482155366 0.0100122875678 0.00815598206492 0.176345837188 0.154928698447 -0.018971532171 0.000205857818319 -0.0915744716925 -0.040558352991 -0.0109104992507 -0.00160188442468 0.208981848692 0.126402640029
6 85 0.000871224506405 0 7.68518337725 0.584314546398 0.106318621925 0.285667622757 -0.29580392253 0.167588733386 -0.283875531115 -0.0394389793541 -0.00277489635385 -0.365157993513 -0.0838706611953 0.00406997479076 -0.00315058985547 0.00271932028386 -0.0512076903622 -0.021358229505 0.000430940003949 -0.141339692979 -0.0629430010108 0.00920177510659 0.00732026430401 0.176152972928 0.154513080561 -0.018461199864 -1.8277043107e-05 -0.0908369270988 -0.0420248232267 -0.0100132842765 -0.00172437386134 0.208933194603 0.125665903219
7 99 0.000912603802888 0 7.22789304143 0.582670977228 0.106234069481 0.286670735728 -0.295180094832 0.167405965552 -0.28295922729 -0.0417991169849 -0.00246653580889 -0.362715276714 -0.0833446338838 0.00543972014795 -0.00306215468082 0.00105876803844 -0.0506085865948 -0.0194691535851 0.00143792989531 -0.141257927697 -0.0640270646544 0.0104366698331 0.00847004077645 0.176188181242 0.156100720473 -0.0169647867975 0.00198642636066 -0.0912252392366 -0.0399119755116 -0.00902727834146 -0.00124414103148 0.210015549224 0.1260335238
8 113 0.000951154344934 0 6.9626223423 0.583663096872 0.105911057707 0.286424366717 -0.294636481978 0.167433706767 -0.282888526239 -0.0395451036174 -0.00252626246153 -0.365054696248 -0.0835402367827 0.0038671015095 -0.00417346625711 0.00305316692919 -0.0513817494709 -0.0212955846688 0.00188486131053 -0.140406899841 -0.0631603821587 0.0111601163913 0.00794620279965 0.176715827913 0.155325130095 -0.0164407524854 -0.000972397081934 -0.0907447374507 -0.0414445585069 -0.00898448378708 -0.000241327916298 0.210981320395 0.127102178678
9 127 0.000986778838375 0 6.94234297021 0.584537650366 0.106280719116 0.285960677855 -0.295764739206 0.167115032266 -0.281395839983 -0.0393918224602 -0.0046507121133 -0.363690690226 -0.084641573888 0.00444840759366 -0.0046340917311 0.00105239307798 -0.0503016102603 -0.0205715270687 0.00242260183034 -0.139968488886 -0.0643103665576 0.0133023679502 0.00876046332447 0.175090778424 0.15449689057 -0.0168566256406 0.002365007871 -0.0924423112982 -0.0421662709429 -0.0087147611511 -0.00118328102171 0.209056407264 0.127780343395
10 141 0.00103533077648 0 6.66932392015 0.58455276047 0.107953670659 0.288192352354 -0.294603709384 0.168718792698 -0.28309502005 -0.0406347438758 -0.00364365949765 -0.363061239948 -0.0842152422411 0.00517635052659 -0.00355222054856 0.00267344079786 -0.0498059213297 -0.02082033524 0.00120554248174 -0.138703225965 -0.0637277263131 0.012881173372 0.00843131254919 0.177912822346 0.153932956728 -0.0166439295525 0.0011252076488 -0.0907908689497 -0.0428578608349 -0.00699256981129 -0.000479712602202 0.210868338774 0.124866300388
